"","match_id","league","match_date","home_team","home_score","away_team","away_score","avg_odds_home_win","avg_odds_draw","avg_odds_away_win","max_odds_home_win","max_odds_draw","max_odds_away_win","top_bookie_home_win","top_bookie_draw","top_bookie_away_win","n_odds_home_win","n_odds_draw","n_odds_away_win"
"351599",705089,"USA: MLS","2013-09-08","Sporting Kansas City",3,"Columbus Crew",0,1.6,3.6239,5.4071,1.67,3.96,6.25,"BetVictor","Pinnacle Sports","Betway",28,28,28
"351600",705090,"USA: MLS","2013-09-08","Seattle Sounders",2,"Chicago Fire",1,1.66,3.5889,4.9544,1.8,3.8,5.75,"Ladbrokes","188BET","BetVictor",27,27,27
"351601",705091,"USA: MLS","2013-09-08","Los Angeles Galaxy",0,"Colorado Rapids",1,1.8493,3.4436,4,2.06,3.6,5,"12BET","BetVictor","Interwetten",28,28,28
"351602",705092,"USA: MLS","2013-09-08","Portland Timbers",4,"Toronto FC",0,1.4871,3.9843,6.2032,1.56,4.33,7,"Pinnacle Sports","bet365","bet365",28,28,28
"351603",705093,"USA: MLS","2013-09-08","Houston Dynamo",1,"New York Red Bulls",4,2.5629,3.1779,2.6564,2.8,3.31,3.1,"Betclic","Pinnacle Sports","Interwetten",28,28,28
"351698",705197,"USA: MLS","2013-09-09","New England Revoluti",2,"Montreal Impact",4,2.0514,3.2857,3.4111,2.14,3.43,3.87,"Betsson","Pinnacle Sports","Pinnacle Sports",28,28,28
"351699",705198,"USA: MLS","2013-09-09","Chivas USA",1,"DC United",0,2.2018,3.2411,3.1225,2.4,3.4,3.45,"Interwetten","BetVictor","Pinnacle Sports",28,28,28
"351700",705199,"USA: MLS","2013-09-09","San Jose Earthquakes",1,"Philadelphia Union",0,1.8443,3.3832,4.0807,1.95,3.62,4.71,"Tipico","Pinnacle Sports","Pinnacle Sports",28,28,28
"351976",705574,"USA: MLS","2013-09-12","Toronto FC",1,"Chicago Fire",1,2.8496,3.2696,2.3432,3,3.58,2.54,"Betway","Pinnacle Sports","Pinnacle Sports",28,28,28
"352900",706757,"USA: MLS","2013-09-14","Seattle Sounders",2,"Real Salt Lake",0,2.0954,3.2731,3.3431,2.27,3.6,3.7,"SBOBET","William Hill","Betway",26,26,26
"352901",706758,"USA: MLS","2013-09-14","Montreal Impact",1,"Columbus Crew",2,1.6179,3.7089,5.1061,1.69,4,6,"Pinnacle Sports","bet-at-home","bet365",28,28,28
"352902",706759,"USA: MLS","2013-09-14","DC United",2,"Los Angeles Galaxy",2,4.1389,3.4521,1.8014,4.75,3.75,1.91,"bet365","William Hill","Ladbrokes",28,28,28
"353431",707569,"USA: MLS","2013-09-15","New York Red Bulls",2,"Toronto FC",0,1.4368,4.1196,6.8811,1.5,4.57,8,"BetVictor","Pinnacle Sports","Coral",28,28,28
"353432",707570,"USA: MLS","2013-09-15","Philadelphia Union",0,"Houston Dynamo",1,2.0772,3.3041,3.3221,2.15,3.53,3.7,"888sport","Pinnacle Sports","BetVictor",29,29,29
"353433",707571,"USA: MLS","2013-09-15","Chicago Fire",3,"New England Revoluti",2,2.0324,3.2841,3.4638,2.1,3.48,3.83,"bet-at-home","Pinnacle Sports","Pinnacle Sports",29,29,29
"353434",707572,"USA: MLS","2013-09-15","Colorado Rapids",2,"FC Dallas",1,1.7103,3.52,4.6255,1.8,3.84,5.44,"Interwetten","Pinnacle Sports","Pinnacle Sports",29,29,29
"353435",707573,"USA: MLS","2013-09-15","Chivas USA",1,"Portland Timbers",1,3.5721,3.3452,1.9783,4.37,3.63,2.1,"Pinnacle Sports","Pinnacle Sports","DOXXbet",29,29,29
"353436",707574,"USA: MLS","2013-09-15","San Jose Earthquakes",0,"Vancouver Whitecaps",0,1.761,3.4645,4.3817,1.85,3.7,5.21,"myBet","BetVictor","Pinnacle Sports",29,29,29
"354813",709324,"USA: MLS","2013-09-21","Portland Timbers",1,"Colorado Rapids",0,1.7959,3.48,4.1952,2.04,3.93,4.7,"12BET","Pinnacle Sports","Betsson",29,29,29
"354814",709325,"USA: MLS","2013-09-21","Montreal Impact",0,"Vancouver Whitecaps",3,1.72,3.5634,4.4666,1.8,3.97,5,"Coral","Pinnacle Sports","bet365",29,29,29
"354815",709326,"USA: MLS","2013-09-21","Toronto FC",1,"Sporting Kansas City",2,3.5341,3.2655,2.0186,3.84,3.5,2.2,"Pinnacle Sports","bet365","188BET",29,29,29
"355328",710091,"USA: MLS","2013-09-22","Columbus Crew",3,"Chicago Fire",0,2.2769,3.2372,2.9566,2.38,3.52,3.19,"William Hill","Pinnacle Sports","Pinnacle Sports",29,29,29
"355329",710092,"USA: MLS","2013-09-22","New England Revoluti",2,"DC United",1,1.6586,3.5562,5.1131,2.25,4,5.7,"William Hill","Sportingbet","Interwetten",29,29,29
"355330",710093,"USA: MLS","2013-09-22","Houston Dynamo",5,"Chivas USA",1,1.3983,4.3221,7.429,1.56,5,9.5,"12BET","Pinnacle Sports","bet365",29,29,29
"355331",710094,"USA: MLS","2013-09-22","Real Salt Lake",1,"San Jose Earthquakes",2,1.9,3.3269,3.9024,2.11,3.6,4.8,"188BET","Coral","12BET",29,29,29
"355332",710095,"USA: MLS","2013-09-22","Los Angeles Galaxy",1,"Seattle Sounders",1,1.7903,3.4424,4.1993,1.87,3.75,4.69,"188BET","William Hill","Pinnacle Sports",29,29,29
"355333",710096,"USA: MLS","2013-09-22","New York Red Bulls",1,"FC Dallas",0,1.7221,3.5641,4.4403,1.86,3.9,4.95,"188BET","BetVictor","Betsson",29,29,29
"356847",712031,"USA: MLS","2013-09-28","Sporting Kansas City",0,"Philadelphia Union",1,1.5593,3.6679,5.8403,1.65,3.95,6.92,"Interwetten","Pinnacle Sports","Pinnacle Sports",29,29,29
"356848",712032,"USA: MLS","2013-09-28","Toronto FC",4,"DC United",1,1.9686,3.3441,3.5924,2.1,3.65,3.97,"Interwetten","Pinnacle Sports","Pinnacle Sports",29,29,29
"357458",712918,"USA: MLS","2013-09-29","Vancouver Whitecaps",0,"Real Salt Lake",1,1.8366,3.4562,4.0669,2,3.75,4.75,"bet-at-home","BetVictor","bet365",29,29,29
"357459",712919,"USA: MLS","2013-09-29","New England Revoluti",1,"Houston Dynamo",1,2.0755,3.3731,3.2572,2.21,3.6,3.5,"12BET","BetVictor","Coral",29,29,29
"357460",712920,"USA: MLS","2013-09-29","Chicago Fire",2,"Montreal Impact",2,2.0086,3.3872,3.3986,2.12,3.74,3.91,"Betsson","Pinnacle Sports","Pinnacle Sports",29,29,29
"357461",712921,"USA: MLS","2013-09-29","Portland Timbers",1,"Los Angeles Galaxy",0,2.3603,3.2379,2.8552,2.67,3.5,3.15,"Pinnacle Sports","Sportingbet","Jetbull",29,29,29
"357586",713065,"USA: MLS","2013-09-30","FC Dallas",2,"Columbus Crew",4,1.8245,3.5214,3.9541,1.91,3.75,4.81,"Coral","Betclic","Pinnacle Sports",29,29,29
"357587",713066,"USA: MLS","2013-09-30","Seattle Sounders",1,"New York Red Bulls",1,1.6334,3.7252,4.9869,1.87,4.02,6.16,"Jetbull","Pinnacle Sports","Pinnacle Sports",29,29,29
"357588",713067,"USA: MLS","2013-09-30","Chivas USA",0,"San Jose Earthquakes",1,4.7876,3.5876,1.6852,5.6,3.94,1.88,"Pinnacle Sports","Pinnacle Sports","Jetbull",29,29,29
"358779",714541,"USA: MLS","2013-10-05","DC United",0,"Chicago Fire",3,3.5611,3.3821,1.9632,3.91,3.71,2.01,"Pinnacle Sports","Pinnacle Sports","12BET",28,28,28
"358780",714542,"USA: MLS","2013-10-05","Houston Dynamo",1,"Montreal Impact",0,1.7646,3.5182,4.2771,1.91,4,5.31,"Ladbrokes","William Hill","Pinnacle Sports",28,28,28
"359375",715444,"USA: MLS","2013-10-06","New York Red Bulls",2,"New England Revoluti",2,1.7639,3.4871,4.2957,1.89,3.7,4.8,"12BET","BetVictor","William Hill",28,28,28
"359376",715445,"USA: MLS","2013-10-06","Columbus Crew",0,"Sporting Kansas City",1,2.4454,3.1714,2.7661,2.55,3.32,2.98,"bet365","Pinnacle Sports","Pinnacle Sports",28,28,28
"359377",715446,"USA: MLS","2013-10-06","Philadelphia Union",1,"Toronto FC",0,1.5671,3.7057,5.665,1.65,4,6.56,"Interwetten","William Hill","Pinnacle Sports",28,28,28
"359378",715447,"USA: MLS","2013-10-06","Real Salt Lake",1,"FC Dallas",1,1.6368,3.6454,5.0236,1.73,4.1,5.5,"William Hill","BetVictor","myBet",28,28,28
"359379",715448,"USA: MLS","2013-10-06","Colorado Rapids",5,"Seattle Sounders",1,2.1618,3.2425,3.1911,2.4,3.53,3.49,"Tipico","Pinnacle Sports","Pinnacle Sports",28,28,28
"359380",715449,"USA: MLS","2013-10-06","Los Angeles Galaxy",5,"Chivas USA",0,1.2421,5.3657,10.7625,1.3,5.87,13,"Interwetten","12BET","Betclic",28,28,28
"359488",715571,"USA: MLS","2013-10-07","Vancouver Whitecaps",2,"Portland Timbers",2,2.3711,3.1646,2.8607,2.6,3.3,3.1,"William Hill","bet365","Sportingbet",28,28,28
"359764",715901,"USA: MLS","2013-10-10","Houston Dynamo",0,"Sporting Kansas City",0,2.2081,3.1859,3.1485,2.32,3.4,3.59,"Pinnacle Sports","bet365","Pinnacle Sports",27,27,27
"359765",715902,"USA: MLS","2013-10-10","Seattle Sounders",1,"Vancouver Whitecaps",4,1.5863,3.73,5.3933,1.7,4.05,7.08,"Interwetten","Pinnacle Sports","Pinnacle Sports",27,27,27
"359766",715903,"USA: MLS","2013-10-10","San Jose Earthquakes",1,"Colorado Rapids",0,1.8881,3.3607,3.8919,2.05,3.5,4.33,"Pinnacle Sports","bet365","Sportingbet",27,27,27
"360292",716566,"USA: MLS","2013-10-12","Montreal Impact",0,"New England Revoluti",1,1.9246,3.3668,3.6946,2.05,3.6,4,"BetVictor","Pinnacle Sports","bet365",28,28,28
"360667",717178,"USA: MLS","2013-10-13","DC United",1,"Philadelphia Union",1,3.1121,3.2739,2.18,3.3,3.59,2.4,"888sport","Pinnacle Sports","Pinnacle Sports",28,28,28
"360668",717179,"USA: MLS","2013-10-13","FC Dallas",2,"Chicago Fire",3,2.29,3.3439,2.8739,2.42,3.8,3.2,"Pinnacle Sports","Pinnacle Sports","Ladbrokes",28,28,28
"360746",717261,"USA: MLS","2013-10-14","Portland Timbers",1,"Seattle Sounders",0,1.9693,3.2939,3.6321,2.11,3.57,3.9,"188BET","Pinnacle Sports","myBet",28,28,28
"360980",717552,"USA: MLS","2013-10-17","Los Angeles Galaxy",1,"Montreal Impact",0,1.4663,4.0696,6.4067,1.56,4.4,8,"Pinnacle Sports","BetVictor","bet365",27,27,27
"361814",718601,"USA: MLS","2013-10-19","Sporting Kansas City",1,"DC United",0,1.3693,4.3814,7.8586,1.42,5.14,9.38,"SBOBET","Pinnacle Sports","Pinnacle Sports",28,28,28
"361815",718602,"USA: MLS","2013-10-19","Montreal Impact",2,"Philadelphia Union",1,1.9514,3.2507,3.7525,2.07,3.63,4,"12BET","Pinnacle Sports","888sport",28,28,28
"361816",718603,"USA: MLS","2013-10-19","FC Dallas",2,"Seattle Sounders",0,2.8707,3.2736,2.3139,3.1,3.51,2.46,"William Hill","Pinnacle Sports","SBOBET",28,28,28
"362380",719428,"USA: MLS","2013-10-20","Colorado Rapids",3,"Vancouver Whitecaps",2,1.7446,3.4343,4.5182,1.85,3.75,5.2,"12BET","William Hill","Sportingbet",28,28,28
"362381",719429,"USA: MLS","2013-10-20","New England Revoluti",3,"Columbus Crew",2,1.8632,3.3889,3.9586,1.95,3.7,4.39,"BetVictor","Pinnacle Sports","Pinnacle Sports",28,28,28
"362382",719430,"USA: MLS","2013-10-20","Chicago Fire",1,"Toronto FC",0,1.3982,4.3154,7.1939,1.45,4.8,9,"Betclic","BetVictor","BetVictor",28,28,28
"362383",719431,"USA: MLS","2013-10-20","Portland Timbers",0,"Real Salt Lake",0,2.0214,3.27,3.5175,2.21,3.67,3.9,"188BET","Pinnacle Sports","Unibet",28,28,28
"362384",719432,"USA: MLS","2013-10-20","Houston Dynamo",0,"New York Red Bulls",3,1.9743,3.3914,3.5096,2.05,3.56,4.07,"bet365","Pinnacle Sports","Pinnacle Sports",28,28,28
"362474",719541,"USA: MLS","2013-10-21","Los Angeles Galaxy",0,"San Jose Earthquakes",0,1.6136,3.7871,4.9571,1.76,4.13,5.5,"Pinnacle Sports","Pinnacle Sports","Sportingbet",28,28,28
"362817",719989,"USA: MLS","2013-10-24","Real Salt Lake",2,"Chivas USA",1,1.2496,5.2529,10.655,1.29,6.11,14,"BetVictor","Pinnacle Sports","Betclic",28,28,28
"363562",720945,"USA: MLS","2013-10-26","Philadelphia Union",1,"Sporting Kansas City",2,2.6519,3.1404,2.5731,2.88,3.3,2.8,"BetVictor","bet365","Coral",26,26,26
"363563",720946,"USA: MLS","2013-10-26","Toronto FC",1,"Montreal Impact",0,2.91,3.2662,2.2931,3.15,3.44,2.49,"bet-at-home","Pinnacle Sports","Pinnacle Sports",26,26,26
"363564",720947,"USA: MLS","2013-10-26","San Jose Earthquakes",2,"FC Dallas",1,1.59,3.7265,5.2077,1.65,4,5.75,"188BET","bet365","Betclic",26,26,26
"364111",721820,"USA: MLS","2013-10-27","Chivas USA",0,"Portland Timbers",5,4.8275,3.5795,1.684,5.7,3.8,1.87,"Interwetten","Interwetten","Pinnacle Sports",20,20,20
"364112",721821,"USA: MLS","2013-10-27","DC United",1,"Houston Dynamo",2,3.9457,3.4389,1.8471,4.41,3.7,1.95,"Pinnacle Sports","Pinnacle Sports","BetVictor",28,28,28
"364113",721822,"USA: MLS","2013-10-27","Columbus Crew",0,"New England Revoluti",1,2.6986,3.2389,2.47,2.94,3.51,2.62,"Pinnacle Sports","Pinnacle Sports","Coral",28,28,28
"364114",721823,"USA: MLS","2013-10-27","New York Red Bulls",5,"Chicago Fire",2,1.93,3.3921,3.6807,2.06,3.64,4,"Pinnacle Sports","Pinnacle Sports","Betway",28,28,28
"364196",721928,"USA: MLS","2013-10-28","Vancouver Whitecaps",3,"Colorado Rapids",0,2.4261,3.2179,2.7686,2.55,3.47,2.95,"888sport","Pinnacle Sports","10Bet",28,28,28
"364197",721929,"USA: MLS","2013-10-28","Seattle Sounders",1,"Los Angeles Galaxy",1,2.33,3.2536,2.8739,2.45,3.46,3.1,"BetVictor","Pinnacle Sports","bet365",28,28,28
"364632",722473,"USA: MLS","2013-10-31","Seattle Sounders",2,"Colorado Rapids",0,1.83,3.3427,4.1823,1.91,3.6,5.06,"Ladbrokes","bet365","Pinnacle Sports",26,26,26
"364782",722652,"USA: MLS","2013-11-01","Houston Dynamo",3,"Montreal Impact",0,1.7844,3.4452,4.2756,1.93,3.6,4.8,"Pinnacle Sports","BetVictor","BetVictor",27,27,27
"365974",724333,"USA: MLS","2013-11-03","New England Revoluti",2,"Sporting Kansas City",1,2.4432,3.0864,2.8557,2.73,3.25,3.1,"Pinnacle Sports","Betway","Sportingbet",28,28,28
"365975",724334,"USA: MLS","2013-11-03","Seattle Sounders",1,"Portland Timbers",2,2.0819,3.2373,3.4138,2.27,3.42,3.8,"Pinnacle Sports","Pinnacle Sports","Paddy Power",26,26,26
"365976",724335,"USA: MLS","2013-11-03","Houston Dynamo",2,"New York Red Bulls",2,2.2756,3.2248,2.9881,2.4,3.38,3.24,"Interwetten","Pinnacle Sports","Pinnacle Sports",27,27,27
"366057",724440,"USA: MLS","2013-11-04","Los Angeles Galaxy",1,"Real Salt Lake",0,1.6229,3.6732,5.0693,1.67,4.02,6,"Coral","Pinnacle Sports","bet365",28,28,28
"366341",724809,"USA: MLS","2013-11-07","New York Red Bulls",1,"Houston Dynamo",1,1.7233,3.5337,4.5193,1.83,3.83,5.26,"Coral","Pinnacle Sports","Pinnacle Sports",27,27,27
"366342",724810,"USA: MLS","2013-11-07","Sporting Kansas City",2,"New England Revoluti",1,1.695,3.485,4.7986,1.75,3.75,5.54,"Betsafe","bet365","Pinnacle Sports",28,28,28
"366479",724976,"USA: MLS","2013-11-08","Real Salt Lake",1,"Los Angeles Galaxy",0,2.6768,3.2007,2.5118,3.12,3.4,2.88,"Pinnacle Sports","Sportingbet","Ladbrokes",28,28,28
"366480",724977,"USA: MLS","2013-11-08","Portland Timbers",3,"Seattle Sounders",2,2.15,3.2567,3.2226,2.45,3.5,3.6,"Pinnacle Sports","888sport","Ladbrokes",27,27,27
"367021",725699,"USA: MLS","2013-11-09","Houston Dynamo",0,"Sporting Kansas City",0,2.2872,3.15,3.0408,2.53,3.3,3.2,"Pinnacle Sports","Pinnacle Sports","bet-at-home",25,25,25
"367562",726505,"USA: MLS","2013-11-11","Real Salt Lake",4,"Portland Timbers",2,2.2236,3.1404,3.1844,2.48,3.3,3.4,"Pinnacle Sports","Interwetten","Ladbrokes",25,25,25
"369829",729650,"USA: MLS","2013-11-24","Sporting Kansas City",2,"Houston Dynamo",1,1.8396,3.2796,4.2578,1.91,3.4,5.28,"Betsafe","bet365","Pinnacle Sports",27,27,27
"369902",729738,"USA: MLS","2013-11-25","Portland Timbers",0,"Real Salt Lake",1,1.9426,3.3737,3.6433,2.05,3.66,3.97,"BetVictor","Pinnacle Sports","Pinnacle Sports",27,27,27
"371981",732446,"USA: MLS","2013-12-07","Sporting Kansas City",1,"Real Salt Lake",1,1.9418,3.2421,3.8721,2,3.4,4.76,"Interwetten","William Hill","Pinnacle Sports",28,28,28
"385881",751067,"USA: MLS","2014-03-08","Seattle Sounders",1,"Sporting Kansas City",0,2.1459,3.1952,3.2833,2.25,3.3,3.77,"William Hill","Betway","Pinnacle Sports",27,27,27
"386431",751913,"USA: MLS","2014-03-09","DC United",0,"Columbus Crew",3,2.2496,3.1919,3.0815,2.88,3.41,3.45,"William Hill","Pinnacle Sports","Pinnacle Sports",27,27,27
"386432",751914,"USA: MLS","2014-03-09","Vancouver Whitecaps",4,"New York Red Bulls",1,2.2215,3.2256,3.1052,2.5,3.43,3.57,"Interwetten","Pinnacle Sports","Pinnacle Sports",27,27,27
"386433",751915,"USA: MLS","2014-03-09","FC Dallas",3,"Montreal Impact",2,1.8467,3.4222,3.9822,1.95,3.69,4.84,"Coral","Pinnacle Sports","Pinnacle Sports",27,27,27
"386434",751916,"USA: MLS","2014-03-09","Houston Dynamo",4,"New England Revoluti",0,2.0107,3.2478,3.6015,2.15,3.46,4.21,"William Hill","Pinnacle Sports","Pinnacle Sports",27,27,27
"386435",751917,"USA: MLS","2014-03-09","Los Angeles Galaxy",0,"Real Salt Lake",1,1.6819,3.5452,4.877,1.8,3.94,5.92,"Interwetten","Pinnacle Sports","Pinnacle Sports",27,27,27
"386436",751918,"USA: MLS","2014-03-09","Portland Timbers",1,"Philadelphia Union",1,1.5326,3.7678,5.9867,1.6,4.16,7.2,"Betway","Pinnacle Sports","Pinnacle Sports",27,27,27
"386437",751919,"USA: MLS","2014-03-09","Chivas USA",3,"Chicago Fire",2,3.0404,3.2674,2.2281,3.2,3.46,2.43,"Coral","Pinnacle Sports","Pinnacle Sports",27,27,27
"387675",753450,"USA: MLS","2014-03-15","New York Red Bulls",1,"Colorado Rapids",1,1.7269,3.5315,4.5285,1.83,3.79,5.2,"188BET","Pinnacle Sports","Betsson",26,26,26
"387676",753451,"USA: MLS","2014-03-15","Philadelphia Union",1,"New England Revoluti",0,1.9573,3.2942,3.6958,2.01,3.57,4.1,"Pinnacle Sports","Pinnacle Sports","BetVictor",26,26,26
"387677",753452,"USA: MLS","2014-03-15","Seattle Sounders",1,"Toronto FC",2,1.7327,3.5296,4.4154,1.8,3.78,5,"188BET","Pinnacle Sports","BetVictor",26,26,26
"388266",754370,"USA: MLS","2014-03-16","Houston Dynamo",1,"Montreal Impact",0,1.6852,3.5588,4.7904,1.78,3.8,6,"ComeOn","Coral","Coral",25,25,25
"388267",754371,"USA: MLS","2014-03-16","Sporting Kansas City",1,"FC Dallas",1,1.7328,3.4404,4.6324,1.8,3.75,5.38,"188BET","bet365","Pinnacle Sports",25,25,25
"388268",754372,"USA: MLS","2014-03-16","San Jose Earthquakes",3,"Real Salt Lake",3,2.0304,3.3381,3.4381,2.2,3.5,4.03,"Interwetten","Betclic","Pinnacle Sports",27,27,27
"388269",754373,"USA: MLS","2014-03-16","Portland Timbers",1,"Chicago Fire",1,1.61,3.6393,5.2426,1.67,4.04,6,"William Hill","Pinnacle Sports","BetVictor",27,27,27
"388353",754476,"USA: MLS","2014-03-17","Chivas USA",1,"Vancouver Whitecaps",1,2.8889,3.1848,2.3744,3.2,3.4,2.62,"188BET","BetVictor","Coral",27,27,27
"389420",755870,"USA: MLS","2014-03-22","New England Revoluti",0,"Vancouver Whitecaps",0,2.1681,3.2204,3.2181,2.26,3.41,3.47,"Pinnacle Sports","Pinnacle Sports","Pinnacle Sports",26,26,26
"389421",755871,"USA: MLS","2014-03-22","Real Salt Lake",1,"Los Angeles Galaxy",1,2.2931,3.2065,2.9946,2.47,3.38,3.1,"Pinnacle Sports","Pinnacle Sports","888sport",26,26,26
"389422",755872,"USA: MLS","2014-03-22","Toronto FC",1,"DC United",0,1.6819,3.5942,4.8373,1.89,3.8,6.25,"SBOBET","DOXXbet","Titanbet",26,26,26
"389423",755873,"USA: MLS","2014-03-22","Colorado Rapids",2,"Portland Timbers",0,2.2285,3.2008,3.1027,2.4,3.35,3.25,"BetVictor","Pinnacle Sports","Betclic",26,26,26
"389424",755874,"USA: MLS","2014-03-22","Columbus Crew",2,"Philadelphia Union",1,2.0515,3.2662,3.4492,2.15,3.5,3.7,"BetVictor","Pinnacle Sports","BetVictor",26,26,26
"389911",756688,"USA: MLS","2014-03-23","FC Dallas",3,"Chivas USA",1,1.6196,3.7181,5.0519,1.73,4,5.85,"Coral","bet365","Pinnacle Sports",26,26,26
"389912",756689,"USA: MLS","2014-03-23","Sporting Kansas City",1,"San Jose Earthquakes",0,1.8208,3.4046,4.1935,2,3.6,5,"188BET","Paddy Power","Betway",26,26,26
"389913",756690,"USA: MLS","2014-03-23","Chicago Fire",1,"New York Red Bulls",1,2.363,3.2267,2.8696,2.55,3.48,3.05,"Titanbet","Pinnacle Sports","12BET",27,27,27
"389914",756691,"USA: MLS","2014-03-23","Montreal Impact",0,"Seattle Sounders",2,2.2363,3.2308,3.0717,2.31,3.5,3.36,"Betsson","Pinnacle Sports","Pinnacle Sports",24,24,24
"391317",758426,"USA: MLS","2014-03-29","DC United",2,"Chicago Fire",2,2.4674,3.2059,2.7356,2.67,3.35,2.9,"Pinnacle Sports","Pinnacle Sports","William Hill",27,27,27
"391318",758427,"USA: MLS","2014-03-29","Philadelphia Union",1,"Montreal Impact",1,2.0085,3.2919,3.5515,2.16,3.47,3.88,"SBOBET","Pinnacle Sports","Pinnacle Sports",27,27,27
"391319",758428,"USA: MLS","2014-03-29","Colorado Rapids",2,"Sporting Kansas City",3,2.5235,3.08,2.7592,2.76,3.25,3,"Pinnacle Sports","888sport","myBet",26,26,26
"391808",759261,"USA: MLS","2014-03-30","Vancouver Whitecaps",2,"Houston Dynamo",1,1.9238,3.3569,3.7277,2.1,3.66,4.26,"Titanbet","Pinnacle Sports","Pinnacle Sports",26,26,26
"391809",759262,"USA: MLS","2014-03-30","FC Dallas",2,"Portland Timbers",1,2.246,3.2268,3.0484,2.45,3.41,3.3,"BetVictor","Pinnacle Sports","Interwetten",25,25,25
"391810",759263,"USA: MLS","2014-03-30","Real Salt Lake",3,"Toronto FC",0,1.8826,3.307,4.0167,2,3.54,4.6,"myBet","Pinnacle Sports","Interwetten",27,27,27
"391811",759264,"USA: MLS","2014-03-30","Seattle Sounders",1,"Columbus Crew",2,1.7596,3.46,4.4572,1.91,3.78,5.24,"Coral","Pinnacle Sports","Pinnacle Sports",25,25,25
"391812",759265,"USA: MLS","2014-03-30","San Jose Earthquakes",1,"New England Revoluti",2,1.7576,3.4148,4.5492,1.83,3.74,5.02,"William Hill","Pinnacle Sports","Pinnacle Sports",25,25,25
"391813",759266,"USA: MLS","2014-03-30","New York Red Bulls",1,"Chivas USA",1,1.4144,4.2093,7.2478,1.5,4.68,8.15,"Interwetten","Pinnacle Sports","Pinnacle Sports",27,27,27
"392950",760768,"USA: MLS","2014-04-05","Portland Timbers",4,"Seattle Sounders",4,2.0119,3.2304,3.6162,2.1,3.36,4.02,"BetVictor","Pinnacle Sports","Pinnacle Sports",26,26,26
"392951",760769,"USA: MLS","2014-04-05","Montreal Impact",2,"New York Red Bulls",2,2.0646,3.3042,3.3638,2.2,3.62,3.7,"Interwetten","Pinnacle Sports","BetVictor",26,26,26
"392952",760770,"USA: MLS","2014-04-05","Chicago Fire",2,"Philadelphia Union",2,2.0619,3.2773,3.3962,2.16,3.6,3.7,"12BET","Pinnacle Sports","BetVictor",26,26,26
"393483",761632,"USA: MLS","2014-04-06","Columbus Crew",0,"Toronto FC",2,1.8662,3.4312,3.9023,2,3.75,4.54,"Interwetten","Pinnacle Sports","Pinnacle Sports",26,26,26
"393484",761633,"USA: MLS","2014-04-06","Vancouver Whitecaps",1,"Colorado Rapids",2,1.9819,3.3627,3.5573,2.15,3.68,3.86,"BetVictor","Pinnacle Sports","Pinnacle Sports",26,26,26
"393485",761634,"USA: MLS","2014-04-06","DC United",2,"New England Revoluti",0,2.45,3.1823,2.7662,2.63,3.38,2.88,"BetVictor","Pinnacle Sports","bet365",26,26,26
"393486",761635,"USA: MLS","2014-04-06","Houston Dynamo",1,"FC Dallas",4,1.9712,3.3365,3.6185,2.1,3.6,4.47,"Coral","bet365","Pinnacle Sports",26,26,26
"393487",761636,"USA: MLS","2014-04-06","Sporting Kansas City",0,"Real Salt Lake",0,1.7654,3.4108,4.4915,1.91,3.74,5.63,"Coral","Pinnacle Sports","Pinnacle Sports",26,26,26
"393488",761637,"USA: MLS","2014-04-06","Chivas USA",0,"Los Angeles Galaxy",3,5.863,3.85,1.5274,6.39,4.37,1.57,"Pinnacle Sports","Pinnacle Sports","BetVictor",27,27,27
"394729",763258,"USA: MLS","2014-04-12","Montreal Impact",1,"Chicago Fire",1,1.875,3.4231,3.8881,2.05,3.75,4.21,"BetVictor","Coral","ComeOn",26,26,26
"394730",763259,"USA: MLS","2014-04-12","Philadelphia Union",2,"Real Salt Lake",2,2.1265,3.2377,3.2977,2.2,3.43,3.6,"Betway","Pinnacle Sports","BetVictor",26,26,26
"394731",763260,"USA: MLS","2014-04-12","Toronto FC",0,"Colorado Rapids",1,2.1477,3.2269,3.2812,2.38,3.33,3.5,"BetVictor","Pinnacle Sports","bwin",26,26,26
"394732",763261,"USA: MLS","2014-04-12","New England Revoluti",2,"Houston Dynamo",0,2.0623,3.2685,3.4442,2.15,3.45,4.18,"Tipico","Pinnacle Sports","Pinnacle Sports",26,26,26
"395254",764122,"USA: MLS","2014-04-13","DC United",1,"New York Red Bulls",0,2.5862,3.1962,2.6177,2.75,3.48,2.82,"Paddy Power","Pinnacle Sports","Pinnacle Sports",26,26,26
"395255",764123,"USA: MLS","2014-04-13","FC Dallas",2,"Seattle Sounders",3,2.3907,3.2507,2.8281,2.76,3.47,3.2,"Pinnacle Sports","Pinnacle Sports","Betsson",27,27,27
"395256",764124,"USA: MLS","2014-04-13","Los Angeles Galaxy",1,"Vancouver Whitecaps",0,1.4674,3.9885,6.5781,1.55,4.48,7.81,"William Hill","Pinnacle Sports","Pinnacle Sports",27,27,27
"395257",764125,"USA: MLS","2014-04-13","Portland Timbers",1,"Chivas USA",1,1.3652,4.5256,7.8526,1.45,5.33,9.5,"DOXXbet","Pinnacle Sports","BetVictor",27,27,27
"395258",764126,"USA: MLS","2014-04-13","San Jose Earthquakes",1,"Columbus Crew",1,1.9078,3.3356,3.8563,2.1,3.6,4.2,"BetVictor","Pinnacle Sports","Titanbet",27,27,27
